expanded_case_id,dataset,question_id,case_group,sparse_raw_selected_patch_index_count,sparse_unique_patch_count,sparse_duplicate_patch_index_count,sparse_bbox,sparse_spatial_spread_mean_grid_distance,ours_raw_selected_patch_index_count,ours_unique_patch_count,ours_duplicate_patch_index_count,ours_bbox,ours_spatial_spread_mean_grid_distance,threshold_raw_selected_patch_index_count,threshold_unique_patch_count,threshold_duplicate_patch_index_count,threshold_bbox,threshold_spatial_spread_mean_grid_distance,sparse_ours_unique_overlap_count,sparse_ours_unique_jaccard,sparse_threshold_unique_overlap_count,sparse_threshold_unique_jaccard,ours_threshold_unique_overlap_count,ours_threshold_unique_jaccard
GQA_14775003,gqa,14775003,ours_and_threshold_recovery,16,16,0,rows=1-23;cols=0-22,8.416,17,17,0,rows=1-23;cols=0-23,8.648,15,15,0,rows=4-17;cols=4-22,5.520,12,0.571429,4,0.148148,6,0.230769
GQA_14785517,gqa,14785517,ours_and_threshold_recovery,17,17,0,rows=4-21;cols=0-23,7.478,16,16,0,rows=4-21;cols=0-23,7.270,17,17,0,rows=4-21;cols=0-21,6.751,12,0.571429,10,0.416667,11,0.500000
GQA_15311108,gqa,15311108,ours_and_threshold_recovery,17,17,0,rows=0-23;cols=0-20,8.643,16,16,0,rows=0-23;cols=0-20,8.849,16,16,0,rows=3-20;cols=0-23,6.908,12,0.571429,5,0.178571,6,0.230769
GQA_16551323,gqa,16551323,ours_and_threshold_recovery,16,16,0,rows=0-22;cols=0-23,9.565,17,17,0,rows=0-22;cols=0-23,8.004,17,17,0,rows=4-22;cols=5-23,6.493,12,0.571429,8,0.320000,10,0.416667
GQA_021049477,gqa,021049477,ours_and_threshold_recovery,17,17,0,rows=12-23;cols=1-21,7.006,13,13,0,rows=11-23;cols=1-21,7.203,14,14,0,rows=3-23;cols=0-22,8.067,11,0.578947,9,0.409091,6,0.285714
GQA_06689249,gqa,06689249,ours_and_threshold_recovery,14,14,0,rows=2-23;cols=4-21,7.990,16,16,0,rows=6-23;cols=4-21,7.250,16,16,0,rows=6-23;cols=0-21,6.961,11,0.578947,6,0.250000,8,0.333333
GQA_07820091,gqa,07820091,ours_and_threshold_recovery,15,15,0,rows=5-22;cols=0-22,6.167,15,15,0,rows=5-21;cols=0-22,6.044,15,15,0,rows=6-22;cols=3-22,6.706,11,0.578947,7,0.304348,8,0.363636
GQA_13610569,gqa,13610569,ours_and_threshold_recovery,16,16,0,rows=0-23;cols=1-20,7.836,14,14,0,rows=0-23;cols=1-20,8.870,15,15,0,rows=7-23;cols=1-19,6.692,11,0.578947,6,0.240000,7,0.318182
GQA_11311101,gqa,11311101,ours_and_threshold_recovery,13,13,0,rows=0-23;cols=7-20,8.892,14,14,0,rows=0-21;cols=0-20,8.871,15,15,0,rows=8-21;cols=4-23,5.641,10,0.588235,4,0.166667,4,0.160000
GQA_04745713,gqa,04745713,ours_and_threshold_recovery,16,16,0,rows=0-21;cols=1-20,8.929,16,16,0,rows=0-21;cols=1-20,9.037,14,14,0,rows=8-19;cols=0-20,7.271,12,0.600000,7,0.304348,7,0.304348
GQA_04822239,gqa,04822239,ours_and_threshold_recovery,16,16,0,rows=0-23;cols=1-23,9.174,16,16,0,rows=0-23;cols=1-23,9.551,14,14,0,rows=8-21;cols=4-23,7.044,12,0.600000,6,0.250000,9,0.428571
GQA_091039357,gqa,091039357,ours_and_threshold_recovery,17,17,0,rows=0-23;cols=3-21,8.553,15,15,0,rows=0-23;cols=3-21,8.448,15,15,0,rows=6-23;cols=3-20,6.692,12,0.600000,7,0.280000,8,0.363636
GQA_13985701,gqa,13985701,ours_and_threshold_recovery,15,15,0,rows=0-23;cols=1-22,7.642,17,17,0,rows=0-23;cols=1-22,8.693,16,16,0,rows=6-23;cols=4-22,7.883,12,0.600000,8,0.347826,9,0.375000
GQA_19225529,gqa,19225529,ours_and_threshold_recovery,16,16,0,rows=9-23;cols=2-23,6.424,16,16,0,rows=9-23;cols=1-23,7.519,17,17,0,rows=5-23;cols=1-23,7.407,12,0.600000,10,0.434783,14,0.736842
GQA_19610109,gqa,19610109,ours_and_threshold_recovery,17,17,0,rows=1-23;cols=2-22,7.832,15,15,0,rows=1-23;cols=2-22,8.449,15,15,0,rows=2-23;cols=2-20,8.111,12,0.600000,8,0.333333,8,0.363636
GQA_00355951,gqa,00355951,ours_and_threshold_recovery,14,14,0,rows=0-23;cols=1-21,8.371,15,15,0,rows=0-23;cols=0-21,8.268,13,13,0,rows=2-21;cols=2-17,5.881,11,0.611111,3,0.125000,5,0.217391
GQA_1524645,gqa,1524645,ours_and_threshold_recovery,15,15,0,rows=0-23;cols=0-21,9.646,14,14,0,rows=0-23;cols=1-23,9.105,16,16,0,rows=5-23;cols=0-21,6.600,11,0.611111,7,0.291667,7,0.304348
GQA_00942559,gqa,00942559,ours_and_threshold_recovery,17,17,0,rows=0-23;cols=2-23,7.391,17,17,0,rows=0-23;cols=1-23,7.293,16,16,0,rows=7-23;cols=2-23,6.170,13,0.619048,11,0.500000,11,0.500000
GQA_08863476,gqa,08863476,ours_and_threshold_recovery,17,17,0,rows=2-17;cols=0-22,6.967,17,17,0,rows=3-23;cols=0-22,7.315,16,16,0,rows=4-23;cols=3-22,6.235,13,0.619048,10,0.434783,10,0.434783
GQA_1858652,gqa,1858652,ours_and_threshold_recovery,17,17,0,rows=3-23;cols=2-21,7.194,17,17,0,rows=3-23;cols=3-21,6.384,17,17,0,rows=2-21;cols=0-17,5.152,13,0.619048,6,0.214286,10,0.416667
POPE_adversarial_265,pope,adversarial_265,ours_and_threshold_recovery,17,17,0,rows=0-21;cols=0-20,7.977,17,17,0,rows=0-20;cols=0-21,7.789,17,17,0,rows=0-20;cols=0-21,7.494,13,0.619048,10,0.416667,10,0.416667
POPE_popular_265,pope,popular_265,ours_and_threshold_recovery,17,17,0,rows=0-21;cols=0-20,7.977,17,17,0,rows=0-20;cols=0-21,7.789,17,17,0,rows=0-20;cols=0-21,7.494,13,0.619048,10,0.416667,10,0.416667
POPE_random_252,pope,random_252,ours_and_threshold_recovery,17,17,0,rows=0-21;cols=0-20,7.977,17,17,0,rows=0-20;cols=0-21,7.789,17,17,0,rows=0-20;cols=0-21,7.494,13,0.619048,10,0.416667,10,0.416667
GQA_00120235,gqa,00120235,ours_and_threshold_recovery,14,14,0,rows=7-23;cols=6-22,7.121,12,12,0,rows=7-23;cols=5-21,7.002,12,12,0,rows=9-23;cols=2-16,4.652,10,0.625000,5,0.238095,3,0.142857
GQA_11199885,gqa,11199885,ours_and_threshold_recovery,15,15,0,rows=0-21;cols=0-22,9.310,16,16,0,rows=0-21;cols=2-22,8.523,13,13,0,rows=4-21;cols=4-21,6.403,12,0.631579,4,0.166667,5,0.208333
GQA_03267543,gqa,03267543,ours_and_threshold_recovery,17,17,0,rows=3-23;cols=2-20,8.778,16,16,0,rows=3-23;cols=2-20,8.684,16,16,0,rows=4-23;cols=1-20,7.573,13,0.650000,5,0.178571,6,0.230769
GQA_03337674,gqa,03337674,ours_and_threshold_recovery,16,16,0,rows=1-23;cols=1-23,9.084,17,17,0,rows=1-23;cols=1-23,9.064,17,17,0,rows=4-23;cols=1-23,7.862,13,0.650000,8,0.320000,8,0.307692
GQA_13829670,gqa,13829670,ours_and_threshold_recovery,12,12,0,rows=0-21;cols=3-20,8.083,13,13,0,rows=0-21;cols=3-20,7.082,13,13,0,rows=4-21;cols=7-20,6.192,10,0.666667,6,0.315789,7,0.368421
GQA_13696927,gqa,13696927,ours_and_threshold_recovery,15,15,0,rows=0-23;cols=0-22,8.557,17,17,0,rows=0-23;cols=0-22,9.209,16,16,0,rows=2-20;cols=0-20,8.054,13,0.684211,9,0.409091,11,0.500000
GQA_09849254,gqa,09849254,ours_and_threshold_recovery,15,15,0,rows=0-21;cols=5-23,9.445,16,16,0,rows=0-21;cols=5-23,8.705,15,15,0,rows=0-23;cols=4-22,8.507,13,0.722222,7,0.304348,9,0.409091
POPE_random_76,pope,random_76,ours_and_threshold_recovery,17,17,0,rows=0-23;cols=0-23,9.459,16,16,0,rows=0-21;cols=0-23,8.982,15,15,0,rows=6-23;cols=3-22,6.516,14,0.736842,8,0.333333,8,0.347826
GQA_08584810,gqa,08584810,ours_and_threshold_recovery,17,17,0,rows=0-23;cols=6-20,7.294,16,16,0,rows=0-23;cols=0-22,8.743,16,16,0,rows=3-21;cols=0-22,7.269,8,0.320000,7,0.269231,9,0.391304
GQA_09188457,gqa,09188457,ours_and_threshold_recovery,15,15,0,rows=0-23;cols=6-21,5.928,16,16,0,rows=7-23;cols=4-19,6.283,17,17,0,rows=7-23;cols=1-22,6.252,8,0.347826,8,0.333333,7,0.269231
GQA_115763,gqa,115763,ours_and_threshold_recovery,16,16,0,rows=0-23;cols=3-21,8.181,15,15,0,rows=0-23;cols=3-22,8.812,15,15,0,rows=0-23;cols=3-22,7.205,8,0.347826,7,0.291667,7,0.304348
GQA_02455976,gqa,02455976,ours_and_threshold_recovery,15,15,0,rows=5-23;cols=1-19,6.413,15,15,0,rows=5-23;cols=1-21,6.563,13,13,0,rows=7-23;cols=3-21,5.809,8,0.363636,4,0.166667,4,0.166667
GQA_08897867,gqa,08897867,ours_and_threshold_recovery,15,15,0,rows=5-22;cols=0-21,7.996,15,15,0,rows=4-21;cols=0-23,7.608,12,12,0,rows=4-21;cols=0-17,6.700,8,0.363636,6,0.285714,8,0.421053
GQA_101024806,gqa,101024806,ours_and_threshold_recovery,15,15,0,rows=2-23;cols=1-23,9.434,15,15,0,rows=2-23;cols=1-22,8.814,17,17,0,rows=5-21;cols=0-23,9.036,8,0.363636,6,0.230769,4,0.142857
GQA_12387531,gqa,12387531,ours_and_threshold_recovery,15,15,0,rows=2-23;cols=2-20,7.582,14,14,0,rows=4-23;cols=2-20,7.186,14,14,0,rows=9-23;cols=2-20,6.284,8,0.380952,6,0.260870,6,0.272727
GQA_06376614,gqa,06376614,ours_and_threshold_recovery,17,17,0,rows=5-23;cols=7-22,5.981,14,14,0,rows=8-23;cols=0-22,6.267,16,16,0,rows=9-21;cols=0-22,6.251,9,0.409091,8,0.320000,9,0.428571
POPE_popular_196,pope,popular_196,ours_and_threshold_recovery,13,13,0,rows=0-23;cols=0-22,9.955,14,14,0,rows=0-23;cols=5-21,8.449,14,14,0,rows=7-23;cols=0-21,7.515,8,0.421053,5,0.227273,7,0.333333
GQA_00228677,gqa,00228677,ours_and_threshold_recovery,15,15,0,rows=0-23;cols=2-20,7.666,15,15,0,rows=0-23;cols=2-20,7.465,13,13,0,rows=6-22;cols=8-19,4.398,9,0.428571,5,0.217391,7,0.333333
GQA_05907205,gqa,05907205,ours_and_threshold_recovery,14,14,0,rows=1-23;cols=5-22,8.542,16,16,0,rows=1-23;cols=2-23,7.205,16,16,0,rows=11-20;cols=0-23,5.776,9,0.428571,5,0.200000,8,0.333333
GQA_16297893,gqa,16297893,ours_and_threshold_recovery,17,17,0,rows=0-23;cols=0-15,5.441,13,13,0,rows=3-23;cols=0-23,6.615,15,15,0,rows=9-23;cols=0-23,6.313,9,0.428571,6,0.230769,7,0.333333
GQA_11614700,gqa,11614700,ours_and_threshold_recovery,17,17,0,rows=0-23;cols=0-23,9.239,16,16,0,rows=1-22;cols=1-20,7.483,17,17,0,rows=1-23;cols=5-23,7.489,10,0.434783,7,0.259259,12,0.571429
GQA_03587398,gqa,03587398,ours_and_threshold_recovery,14,14,0,rows=2-20;cols=0-23,7.767,15,15,0,rows=2-20;cols=0-23,7.430,13,13,0,rows=6-19;cols=5-23,5.095,9,0.450000,5,0.227273,7,0.333333
GQA_18640928,gqa,18640928,ours_and_threshold_recovery,14,14,0,rows=0-23;cols=0-19,8.211,15,15,0,rows=0-23;cols=0-22,8.619,15,15,0,rows=2-23;cols=0-19,7.850,9,0.450000,6,0.260870,6,0.250000
GQA_16581425,gqa,16581425,ours_and_threshold_recovery,17,17,0,rows=2-22;cols=0-23,9.049,15,15,0,rows=2-22;cols=3-23,7.621,17,17,0,rows=2-21;cols=0-23,8.300,10,0.454545,6,0.214286,8,0.333333
GQA_04605354,gqa,04605354,ours_and_threshold_recovery,16,16,0,rows=1-23;cols=0-23,8.535,15,15,0,rows=1-20;cols=1-23,7.800,14,14,0,rows=0-23;cols=5-23,7.465,10,0.476190,6,0.250000,7,0.318182
GQA_13832410,gqa,13832410,ours_and_threshold_recovery,16,16,0,rows=0-21;cols=5-23,8.378,15,15,0,rows=0-21;cols=1-23,9.318,16,16,0,rows=6-21;cols=1-22,7.300,10,0.476190,5,0.185185,8,0.347826
GQA_0286487,gqa,0286487,ours_and_threshold_recovery,17,17,0,rows=0-23;cols=0-20,8.637,17,17,0,rows=0-23;cols=0-20,8.160,16,16,0,rows=5-23;cols=0-21,7.670,11,0.478261,4,0.137931,5,0.178571
GQA_03466056,gqa,03466056,ours_and_threshold_recovery,16,16,0,rows=3-21;cols=0-22,7.246,17,17,0,rows=3-23;cols=0-22,7.935,16,16,0,rows=3-23;cols=2-17,6.299,11,0.500000,6,0.230769,8,0.320000
GQA_06997529,gqa,06997529,ours_and_threshold_recovery,15,15,0,rows=0-23;cols=0-23,7.962,15,15,0,rows=0-23;cols=0-23,7.338,16,16,0,rows=1-23;cols=3-16,4.656,10,0.500000,5,0.192308,7,0.291667
GQA_09488406,gqa,09488406,ours_and_threshold_recovery,15,15,0,rows=2-23;cols=3-23,8.635,15,15,0,rows=6-21;cols=1-23,7.794,13,13,0,rows=6-20;cols=1-23,6.912,10,0.500000,8,0.400000,8,0.400000
GQA_14153842,gqa,14153842,ours_and_threshold_recovery,16,16,0,rows=0-21;cols=4-22,8.533,17,17,0,rows=0-21;cols=4-23,8.086,17,17,0,rows=6-21;cols=3-23,6.633,11,0.500000,8,0.320000,9,0.360000
GQA_04354695,gqa,04354695,ours_and_threshold_recovery,17,17,0,rows=0-21;cols=0-23,8.333,15,15,0,rows=0-20;cols=6-23,7.511,17,17,0,rows=3-20;cols=5-23,7.566,11,0.523810,7,0.259259,7,0.280000
POPE_adversarial_68,pope,adversarial_68,ours_and_threshold_recovery,16,16,0,rows=0-23;cols=1-22,10.057,16,16,0,rows=0-21;cols=1-22,9.744,17,17,0,rows=5-21;cols=1-22,7.210,11,0.523810,8,0.320000,11,0.500000
GQA_0718158,gqa,0718158,ours_and_threshold_recovery,17,17,0,rows=0-21;cols=0-22,7.862,17,17,0,rows=0-21;cols=0-22,7.323,14,14,0,rows=7-21;cols=0-22,6.455,12,0.545455,9,0.409091,9,0.409091
GQA_12425183,gqa,12425183,ours_and_threshold_recovery,15,15,0,rows=0-23;cols=5-21,7.919,16,16,0,rows=0-23;cols=1-20,8.580,14,14,0,rows=3-23;cols=0-22,8.607,11,0.550000,4,0.160000,6,0.250000
GQA_14823532,gqa,14823532,ours_and_threshold_recovery,15,15,0,rows=4-23;cols=1-21,6.571,16,16,0,rows=4-23;cols=0-20,7.015,13,13,0,rows=7-19;cols=0-21,5.595,11,0.550000,5,0.217391,8,0.380952
GQA_15133656,gqa,15133656,ours_and_threshold_recovery,16,16,0,rows=2-22;cols=1-21,8.081,15,15,0,rows=2-22;cols=1-23,8.371,15,15,0,rows=4-21;cols=1-21,6.141,11,0.550000,8,0.347826,6,0.250000
GQA_17750764,gqa,17750764,ours_and_threshold_recovery,15,15,0,rows=2-23;cols=0-21,9.348,13,13,0,rows=2-23;cols=0-22,9.825,14,14,0,rows=2-21;cols=0-22,7.931,11,0.647059,8,0.380952,8,0.421053
