rank,expanded_case_id,dataset,question_id,image_id,image_path,local_image_path,prompt,ground_truth,dense_prediction,sparse_prediction,ours_prediction,threshold_prediction,dense_is_correct,is_sparse_wrong,is_ours_correct,is_threshold_correct,case_group,semantic_type,structural_type,detailed_type,pope_category,candidate_reason,selection_note
302,GQA_12378118,gqa,12378118,2416354,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2416354.jpg,data/kaggle_datasets/GQA/images/2416354.jpg,What appliance is shown in the photo?,dishwasher,Dishwasher,Coffee maker,Dishwasher,Dishwasher,True,True,True,True,ours_and_threshold_recovery,cat,query,category,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
303,GQA_12771158,gqa,12771158,2316106,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2316106.jpg,data/kaggle_datasets/GQA/images/2316106.jpg,Is the black stove to the left or to the right of the bottle that is in front of the power outlet?,left,Left,Right,Left,Left,True,True,True,True,ours_and_threshold_recovery,rel,choose,relChooser,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
304,GQA_151018229,gqa,151018229,2375868,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2375868.jpg,data/kaggle_datasets/GQA/images/2375868.jpg,On which side of the picture is the car?,right,Right,Left,Right,Right,True,True,True,True,ours_and_threshold_recovery,attr,query,positionQuery,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
305,GQA_17860928,gqa,17860928,2386254,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2386254.jpg,data/kaggle_datasets/GQA/images/2386254.jpg,What is the cat on?,bench,Bench,Ground,Bench,Bench,True,True,True,True,ours_and_threshold_recovery,rel,query,relO,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
306,GQA_19466900,gqa,19466900,2409285,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2409285.jpg,data/kaggle_datasets/GQA/images/2409285.jpg,Does the paper container have white color?,yes,Yes,No,Yes,Yes,True,True,True,True,ours_and_threshold_recovery,attr,verify,verifyAttrK,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
307,POPE_adversarial_177,pope,adversarial_177,COCO_val2014_000000288639.jpg,/kaggle/input/datasets/tvtttv/pope-thesis/POPE/val2014/COCO_val2014_000000288639.jpg,data/kaggle_datasets/POPE/val2014/COCO_val2014_000000288639.jpg,Is there a toothbrush in the image?,yes,yes,no,yes,yes,True,True,True,True,ours_and_threshold_recovery,,,,adversarial,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
308,POPE_adversarial_329,pope,adversarial_329,COCO_val2014_000000236865.jpg,/kaggle/input/datasets/tvtttv/pope-thesis/POPE/val2014/COCO_val2014_000000236865.jpg,data/kaggle_datasets/POPE/val2014/COCO_val2014_000000236865.jpg,Is there a car in the image?,yes,yes,no,yes,yes,True,True,True,True,ours_and_threshold_recovery,,,,adversarial,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
309,POPE_adversarial_438,pope,adversarial_438,COCO_val2014_000000564336.jpg,/kaggle/input/datasets/tvtttv/pope-thesis/POPE/val2014/COCO_val2014_000000564336.jpg,data/kaggle_datasets/POPE/val2014/COCO_val2014_000000564336.jpg,Is there a tv in the image?,no,no,yes,no,no,True,True,True,True,ours_and_threshold_recovery,,,,adversarial,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
310,POPE_popular_177,pope,popular_177,COCO_val2014_000000288639.jpg,/kaggle/input/datasets/tvtttv/pope-thesis/POPE/val2014/COCO_val2014_000000288639.jpg,data/kaggle_datasets/POPE/val2014/COCO_val2014_000000288639.jpg,Is there a toothbrush in the image?,yes,yes,no,yes,yes,True,True,True,True,ours_and_threshold_recovery,,,,popular,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
311,POPE_popular_329,pope,popular_329,COCO_val2014_000000236865.jpg,/kaggle/input/datasets/tvtttv/pope-thesis/POPE/val2014/COCO_val2014_000000236865.jpg,data/kaggle_datasets/POPE/val2014/COCO_val2014_000000236865.jpg,Is there a car in the image?,yes,yes,no,yes,yes,True,True,True,True,ours_and_threshold_recovery,,,,popular,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
312,POPE_random_168,pope,random_168,COCO_val2014_000000288639.jpg,/kaggle/input/datasets/tvtttv/pope-thesis/POPE/val2014/COCO_val2014_000000288639.jpg,data/kaggle_datasets/POPE/val2014/COCO_val2014_000000288639.jpg,Is there a toothbrush in the image?,yes,yes,no,yes,yes,True,True,True,True,ours_and_threshold_recovery,,,,random,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
313,POPE_random_314,pope,random_314,COCO_val2014_000000236865.jpg,/kaggle/input/datasets/tvtttv/pope-thesis/POPE/val2014/COCO_val2014_000000236865.jpg,data/kaggle_datasets/POPE/val2014/COCO_val2014_000000236865.jpg,Is there a car in the image?,yes,yes,no,yes,yes,True,True,True,True,ours_and_threshold_recovery,,,,random,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
314,GQA_03974231,gqa,03974231,2371457,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2371457.jpg,data/kaggle_datasets/GQA/images/2371457.jpg,What is the person to the right of the truck wearing?,vest,Vest,Shirt,Vest,Vest,True,True,True,True,ours_and_threshold_recovery,rel,query,relO,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
315,GQA_06716432,gqa,06716432,2362368,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2362368.jpg,data/kaggle_datasets/GQA/images/2362368.jpg,What does the man look at?,laptop,Laptop,Computer,Laptop,Laptop,True,True,True,True,ours_and_threshold_recovery,rel,query,relO,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
316,GQA_0766542,gqa,0766542,497942,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/497942.jpg,data/kaggle_datasets/GQA/images/497942.jpg,Do you see any cars or fences?,yes,Yes,No,Yes,Yes,True,True,True,True,ours_and_threshold_recovery,obj,logical,existOr,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
317,GQA_10144613,gqa,10144613,2399206,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2399206.jpg,data/kaggle_datasets/GQA/images/2399206.jpg,Is the person beside the ladder holding a suitcase?,yes,Yes,No,Yes,Yes,True,True,True,True,ours_and_threshold_recovery,rel,verify,relVerify,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
318,GQA_13696840,gqa,13696840,2321676,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2321676.jpg,data/kaggle_datasets/GQA/images/2321676.jpg,On which side is the garbage bin?,right,Right,Left,Right,Right,True,True,True,True,ours_and_threshold_recovery,attr,query,positionQuery,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
319,GQA_14305066,gqa,14305066,2387037,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2387037.jpg,data/kaggle_datasets/GQA/images/2387037.jpg,On which side of the picture is the bun?,right,Right,Left,Right,Right,True,True,True,True,ours_and_threshold_recovery,attr,query,positionQuery,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
320,GQA_18664609,gqa,18664609,2387077,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2387077.jpg,data/kaggle_datasets/GQA/images/2387077.jpg,Does the hat have the same color as the jacket?,yes,Yes,No,Yes,Yes,True,True,True,True,ours_and_threshold_recovery,attr,compare,twoSame,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
321,GQA_18934634,gqa,18934634,2410613,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2410613.jpg,data/kaggle_datasets/GQA/images/2410613.jpg,Does the kite above the person look rainbow colored and low?,no,No,Yes,No,No,True,True,True,True,ours_and_threshold_recovery,attr,logical,verifyAttrsC,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
322,GQA_08965653,gqa,08965653,2416035,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2416035.jpg,data/kaggle_datasets/GQA/images/2416035.jpg,What fruits are to the left of the box in the middle of the photo?,oranges,Oranges,Apples,Oranges,Oranges,True,True,True,True,ours_and_threshold_recovery,rel,query,categoryRelS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
323,GQA_14635251,gqa,14635251,2351699,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2351699.jpg,data/kaggle_datasets/GQA/images/2351699.jpg,Is the rug on the left side?,no,No,Yes,No,No,True,True,True,True,ours_and_threshold_recovery,attr,verify,positionVerifyC,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
324,GQA_07257519,gqa,07257519,2372538,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2372538.jpg,data/kaggle_datasets/GQA/images/2372538.jpg,On which side of the picture is the traffic signal?,right,Right,Left,Right,Right,True,True,True,True,ours_and_threshold_recovery,attr,query,positionQuery,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
325,GQA_08197176,gqa,08197176,2384012,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2384012.jpg,data/kaggle_datasets/GQA/images/2384012.jpg,What color is the jacket that the man wears?,red,Red,Black,Red,Red,True,True,True,True,ours_and_threshold_recovery,attr,query,directWhich,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
326,GQA_08291229,gqa,08291229,2317680,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2317680.jpg,data/kaggle_datasets/GQA/images/2317680.jpg,What device is black?,cell phone,Cell phone,Phone,Cell phone,Cell phone,True,True,True,True,ours_and_threshold_recovery,cat,query,categoryThat,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
327,GQA_10150874,gqa,10150874,2412502,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2412502.jpg,data/kaggle_datasets/GQA/images/2412502.jpg,Is the girl to the right or to the left of the window curtain?,left,Left,Right,Left,Left,True,True,True,True,ours_and_threshold_recovery,rel,choose,relChooser,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
328,GQA_10225707,gqa,10225707,2395229,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2395229.jpg,data/kaggle_datasets/GQA/images/2395229.jpg,Do you see any men or children there?,yes,Yes,No,Yes,Yes,True,True,True,True,ours_and_threshold_recovery,obj,logical,existOr,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
329,GQA_11821300,gqa,11821300,2401576,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2401576.jpg,data/kaggle_datasets/GQA/images/2401576.jpg,What is the device that is on top of the desk?,computer,Computer,Laptop,Computer,Computer,True,True,True,True,ours_and_threshold_recovery,rel,query,categoryRelS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
330,POPE_popular_136,pope,popular_136,COCO_val2014_000000516916.jpg,/kaggle/input/datasets/tvtttv/pope-thesis/POPE/val2014/COCO_val2014_000000516916.jpg,data/kaggle_datasets/POPE/val2014/COCO_val2014_000000516916.jpg,Is there a car in the image?,no,no,yes,no,no,True,True,True,True,ours_and_threshold_recovery,,,,popular,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
331,GQA_03454008,gqa,03454008,2345474,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2345474.jpg,data/kaggle_datasets/GQA/images/2345474.jpg,The window is what color?,white,White,Black,White,White,True,True,True,True,ours_and_threshold_recovery,attr,query,directOf,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
332,GQA_08460587,gqa,08460587,2386511,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2386511.jpg,data/kaggle_datasets/GQA/images/2386511.jpg,Which color is the lamp to the right of the crate?,blue,Blue,White,Blue,Blue,True,True,True,True,ours_and_threshold_recovery,attr,query,directWhich,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
333,GQA_0857298,gqa,0857298,2407372,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2407372.jpg,data/kaggle_datasets/GQA/images/2407372.jpg,Is the woman's hair brown and long?,yes,Yes,No,Yes,Yes,True,True,True,True,ours_and_threshold_recovery,attr,logical,verifyAttrs,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
334,GQA_04157864,gqa,04157864,498397,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/498397.jpg,data/kaggle_datasets/GQA/images/498397.jpg,What does the man to the right of the laptop sit on?,chair,Chair,Table,Chair,Chair,True,True,True,True,ours_and_threshold_recovery,rel,query,relO,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
335,GQA_06587848,gqa,06587848,28,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/28.jpg,data/kaggle_datasets/GQA/images/28.jpg,What kind of furniture is left of the side table?,couch,Couch,Sofa,Couch,Couch,True,True,True,True,ours_and_threshold_recovery,rel,query,categoryRelS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
336,GQA_14775003,gqa,14775003,2403595,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2403595.jpg,data/kaggle_datasets/GQA/images/2403595.jpg,Are there any blue blankets or pillows?,no,No,Yes,No,No,True,True,True,True,ours_and_threshold_recovery,obj,logical,existAttrOrC,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
337,GQA_14785517,gqa,14785517,2370590,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2370590.jpg,data/kaggle_datasets/GQA/images/2370590.jpg,Do you see a lamp to the left of the tower which is in front of the tree?,yes,Yes,No,Yes,Yes,True,True,True,True,ours_and_threshold_recovery,rel,verify,existRelS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
338,GQA_15311108,gqa,15311108,2379186,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2379186.jpg,data/kaggle_datasets/GQA/images/2379186.jpg,On which side is the shelf?,right,Right,Left,Right,Right,True,True,True,True,ours_and_threshold_recovery,attr,query,positionQuery,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
339,GQA_16551323,gqa,16551323,2361064,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2361064.jpg,data/kaggle_datasets/GQA/images/2361064.jpg,Who catches the ball in the top of the picture?,boy,Boy,Catcher,Boy,Boy,True,True,True,True,ours_and_threshold_recovery,rel,query,relS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
340,GQA_021049477,gqa,021049477,2394610,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2394610.jpg,data/kaggle_datasets/GQA/images/2394610.jpg,Who is on the bridge?,people,People,No one,People,People,True,True,True,True,ours_and_threshold_recovery,rel,query,relS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
341,GQA_06689249,gqa,06689249,2343326,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2343326.jpg,data/kaggle_datasets/GQA/images/2343326.jpg,Is the shirt black or red?,red,Red,Black,Red,Red,True,True,True,True,ours_and_threshold_recovery,attr,choose,chooseAttr,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
342,GQA_07820091,gqa,07820091,2410853,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2410853.jpg,data/kaggle_datasets/GQA/images/2410853.jpg,What is the color of the shoe?,pink,Pink,Gray,Pink,Pink,True,True,True,True,ours_and_threshold_recovery,attr,query,directOf,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
343,GQA_13610569,gqa,13610569,2398612,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2398612.jpg,data/kaggle_datasets/GQA/images/2398612.jpg,What is the dog in?,suitcase,Suitcase,Box,Suitcase,Suitcase,True,True,True,True,ours_and_threshold_recovery,rel,query,relO,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
344,GQA_11311101,gqa,11311101,713230,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/713230.jpg,data/kaggle_datasets/GQA/images/713230.jpg,Is the candle in the top or in the bottom part?,bottom,Bottom,Top,Bottom,Bottom,True,True,True,True,ours_and_threshold_recovery,attr,choose,positionChoose,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
345,GQA_04745713,gqa,04745713,2325899,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2325899.jpg,data/kaggle_datasets/GQA/images/2325899.jpg,Are there either black rackets or baseball bats?,no,No,Yes,No,No,True,True,True,True,ours_and_threshold_recovery,obj,logical,existAttrOrC,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
346,GQA_04822239,gqa,04822239,2344108,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2344108.jpg,data/kaggle_datasets/GQA/images/2344108.jpg,The meat is on what?,bread,Bread,Cutting board,Bread,Bread,True,True,True,True,ours_and_threshold_recovery,rel,query,relO,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
347,GQA_091039357,gqa,091039357,2386441,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2386441.jpg,data/kaggle_datasets/GQA/images/2386441.jpg,What animal is on the water?,duck,Duck,Cat,Duck,Duck,True,True,True,True,ours_and_threshold_recovery,rel,query,relS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
348,GQA_13985701,gqa,13985701,2372812,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2372812.jpg,data/kaggle_datasets/GQA/images/2372812.jpg,"Which part of the picture are the magazines in, the top or the bottom?",top,Top,Bottom,Top,Top,True,True,True,True,ours_and_threshold_recovery,attr,choose,positionChoose,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
349,GQA_19225529,gqa,19225529,2342134,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2342134.jpg,data/kaggle_datasets/GQA/images/2342134.jpg,What appliance is to the right of the open drawer?,refrigerator,Refrigerator,Stove,Refrigerator,Refrigerator,True,True,True,True,ours_and_threshold_recovery,rel,query,categoryRelS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
350,GQA_19610109,gqa,19610109,2346093,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2346093.jpg,data/kaggle_datasets/GQA/images/2346093.jpg,Which side of the picture is the man on?,left,Left,Right,Left,Left,True,True,True,True,ours_and_threshold_recovery,attr,query,positionQuery,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
351,GQA_00355951,gqa,00355951,2319473,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2319473.jpg,data/kaggle_datasets/GQA/images/2319473.jpg,Is the white sheet on the left?,no,No,Yes,No,No,True,True,True,True,ours_and_threshold_recovery,attr,verify,positionVerifyC,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
352,GQA_1524645,gqa,1524645,2347208,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2347208.jpg,data/kaggle_datasets/GQA/images/2347208.jpg,Is the chair on the right side?,no,No,Yes,No,No,True,True,True,True,ours_and_threshold_recovery,attr,verify,positionVerifyC,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
353,GQA_00942559,gqa,00942559,2368952,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2368952.jpg,data/kaggle_datasets/GQA/images/2368952.jpg,Who is wearing the shorts?,player,Player,Man,Player,Player,True,True,True,True,ours_and_threshold_recovery,rel,query,relS,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
354,GQA_08863476,gqa,08863476,2337353,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2337353.jpg,data/kaggle_datasets/GQA/images/2337353.jpg,Does the bag to the left of the other bag look green?,yes,Yes,No,Yes,Yes,True,True,True,True,ours_and_threshold_recovery,attr,verify,verifyAttrK,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
355,GQA_1858652,gqa,1858652,2403469,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2403469.jpg,data/kaggle_datasets/GQA/images/2403469.jpg,What does the person above the grass wear?,pants,Pants,Shirt,Pants,Pants,True,True,True,True,ours_and_threshold_recovery,rel,query,relO,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
356,POPE_adversarial_265,pope,adversarial_265,COCO_val2014_000000454642.jpg,/kaggle/input/datasets/tvtttv/pope-thesis/POPE/val2014/COCO_val2014_000000454642.jpg,data/kaggle_datasets/POPE/val2014/COCO_val2014_000000454642.jpg,Is there a truck in the image?,yes,yes,no,yes,yes,True,True,True,True,ours_and_threshold_recovery,,,,adversarial,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
357,POPE_popular_265,pope,popular_265,COCO_val2014_000000454642.jpg,/kaggle/input/datasets/tvtttv/pope-thesis/POPE/val2014/COCO_val2014_000000454642.jpg,data/kaggle_datasets/POPE/val2014/COCO_val2014_000000454642.jpg,Is there a truck in the image?,yes,yes,no,yes,yes,True,True,True,True,ours_and_threshold_recovery,,,,popular,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
358,POPE_random_252,pope,random_252,COCO_val2014_000000454642.jpg,/kaggle/input/datasets/tvtttv/pope-thesis/POPE/val2014/COCO_val2014_000000454642.jpg,data/kaggle_datasets/POPE/val2014/COCO_val2014_000000454642.jpg,Is there a truck in the image?,yes,yes,no,yes,yes,True,True,True,True,ours_and_threshold_recovery,,,,random,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
359,GQA_00120235,gqa,00120235,2348644,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2348644.jpg,data/kaggle_datasets/GQA/images/2348644.jpg,Are there any pillows or hearts in the picture?,yes,Yes,No,Yes,Yes,True,True,True,True,ours_and_threshold_recovery,obj,logical,existOr,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
360,GQA_11199885,gqa,11199885,2412894,/kaggle/input/datasets/tvtttv/gqa-thesis/GQA/images/2412894.jpg,data/kaggle_datasets/GQA/images/2412894.jpg,"On which side of the image is the white device, the right or the left?",left,Left,Right,Left,Left,True,True,True,True,ours_and_threshold_recovery,attr,choose,positionChoose,,SparseVLM-Original-64 is wrong and Ours-64 is correct in a non-failure-mining benchmark case.,Candidate for manual Stage 7 inspection only; not a prevalence claim and not causal proof.
